text	label
Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .	neutral
Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '	negative
HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .	neutral
PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .	neutral
In addition , YIT has reserved EPI Russia the right to expand the logistics center by about 100,000 m2 .	neutral
Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .	neutral
In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .	positive
In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .	negative
Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .	neutral
HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares .	neutral
mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .	positive
A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .	neutral
Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .	positive
Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .	positive
FinancialWire tm is a fully independent , proprietary news wire service .	neutral
GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .	neutral
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .	negative
The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix .	neutral
The expanded plant is scheduled to be operational by the middle of October 2009 .	neutral
Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .	neutral
MANAVIGATOR-November 1 , 2010-Deal snapshot : SWEDISH PEAB BUYS EQUIPMENT RENTAL FIRM CRAMO Swedish construction company Peab AB ( STO : PEAB B ) announced the acquisition of equipment rental company Cramo Entreprenadmaskiner AB from Finnish group Cramo Oyj ( HEL : CRA1V ) .	neutral
Only L+Ænnen Tehtaat showed a loss , but it has only recently started streamlining measures .	neutral
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .	negative
Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .	neutral
Nokia Corp of Finland Tuesday said it has received a unified device managment contract with Finnish operator Elisa Oyj .	neutral
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .	neutral
Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .	positive
Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .	neutral
Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .	positive
have notified that as a result of the Company issuing 14,432,000 new shares in the directed offering , the joint holdings of Pequot has decreased below 1-10 to 9.63 % of total number of shares and votes in the Company .	negative
Sales VAT inclusive expanded by 19 percent , to 351 million euros .	positive
In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .	negative
( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond	negative
Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .	neutral
The proposed consolidation activities will impact approximately 30 positions .	neutral
According to Eijkens , a publisher can do much more than just publish colourful books : a publisher can provide value added to information by individualising it .	neutral
The recent troubles simply make NETeller cheaper .	negative
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . ''	positive
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .	neutral
The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .	neutral
Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .	positive
Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .	neutral
The solid fuel is heated before sludge is mixed therein . ''	neutral
